delivery_date,market_area,hours,Low (€/MWh),High (€/MWh),Last (€/MWh),Weight Avg (€/MWh),Buy Volume (MWh),Sell Volume (MWh),Volume (MWh),period_start
2026-07-09,NO1,18:30 - 18:45,118.94,192.06,170.06,170.69,7.4,7.4,7.4,2026-07-09T18:30:00
2026-07-09,NO1,18:45 - 19:00,137.93,186.06,170.06,160.42,10.4,10.4,10.4,2026-07-09T18:45:00
2026-07-09,NO1,19:00 - 19:15,141.0,141.0,141.0,141.0,0.6,0.6,0.6,2026-07-09T19:00:00
2026-07-09,NO1,19:15 - 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T19:15:00
2026-07-09,NO1,19:30 - 19:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T19:30:00
2026-07-09,NO1,19:45 - 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T19:45:00
2026-07-09,NO1,20:00 - 20:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T20:00:00
2026-07-09,NO1,20:15 - 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T20:15:00
2026-07-09,NO1,20:30 - 20:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T20:30:00
2026-07-09,NO1,20:45 - 21:00,178.7,188.7,178.7,182.75,3.8,3.8,3.8,2026-07-09T20:45:00
2026-07-09,NO1,21:00 - 21:15,155.0,180.9,155.0,157.34,6.9,6.9,6.9,2026-07-09T21:00:00
2026-07-09,NO1,21:15 - 21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T21:15:00
2026-07-09,NO1,21:30 - 21:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T21:30:00
2026-07-09,NO1,21:45 - 22:00,154.11,154.11,154.11,154.11,0.3,0.3,0.3,2026-07-09T21:45:00
2026-07-09,NO1,22:00 - 22:15,172.9,182.9,172.9,178.97,3.5,3.5,3.5,2026-07-09T22:00:00
2026-07-09,NO1,22:15 - 22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T22:15:00
2026-07-09,NO1,22:30 - 22:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T22:30:00
2026-07-09,NO1,22:45 - 23:00,140.95,152.9,152.9,147.08,3.9,3.9,3.9,2026-07-09T22:45:00
2026-07-09,NO1,23:00 - 23:15,168.0,168.0,168.0,168.0,4.3,4.3,4.3,2026-07-09T23:00:00
2026-07-09,NO1,23:15 - 23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T23:15:00
2026-07-09,NO1,23:30 - 23:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T23:30:00
2026-07-09,NO1,23:45 - 24:00,130.81,138.0,138.0,135.18,5.1,5.1,5.1,2026-07-09T23:45:00
